film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,category_id
544,MADISON TRAP,A AWE-INSPIRING REFLECTION OF A MONKEY AND A DENTIST WHO MUST OVERCOME A PIONEER IN A U-BOAT,2006,1,7,4,2.99,147,11.99,R,6
545,MADNESS ATTACKS,A FANCIFUL TALE OF A SQUIRREL AND A BOAT WHO MUST DEFEAT A CROCODILE IN THE GULF OF MEXICO,2006,1,7,4,0.99,178,14.99,PG-13,17
546,MADRE GABLES,A INTREPID PANORAMA OF A SUMO WRESTLER AND A FORENSIC PSYCHOLOGIST WHO MUST DISCOVER A MOOSE IN THE FIRST MANNED SPACE STATION,2006,1,7,7,2.99,98,27.99,PG-13,17
547,MAGIC MALLRATS,A TOUCHING DOCUMENTARY OF A PASTRY CHEF AND A PASTRY CHEF WHO MUST BUILD A MAD SCIENTIST IN CALIFORNIA,2006,1,7,3,0.99,117,19.99,PG,3
548,MAGNIFICENT CHITTY,A INSIGHTFUL STORY OF A TEACHER AND A HUNTER WHO MUST FACE A MAD COW IN CALIFORNIA,2006,1,7,3,2.99,53,27.99,R,4
549,MAGNOLIA FORRESTER,A THOUGHTFUL DOCUMENTARY OF A COMPOSER AND A EXPLORER WHO MUST CONQUER A DENTIST IN NEW ORLEANS,2006,1,7,4,0.99,171,28.99,PG-13,1
550,MAGUIRE APACHE,A FAST-PACED REFLECTION OF A WAITRESS AND A HUNTER WHO MUST DEFEAT A FORENSIC PSYCHOLOGIST IN A BALOON,2006,1,7,6,2.99,74,22.99,NC-17,8
551,MAIDEN HOME,A LACKLUSTURE SAGA OF A MOOSE AND A TEACHER WHO MUST KILL A FORENSIC PSYCHOLOGIST IN A MYSQL CONVENTION,2006,1,7,3,4.99,138,9.99,PG,13
552,MAJESTIC FLOATS,A THRILLING CHARACTER STUDY OF A MOOSE AND A STUDENT WHO MUST ESCAPE A BUTLER IN THE FIRST MANNED SPACE STATION,2006,1,7,5,0.99,130,15.99,PG,6
553,MAKER GABLES,A STUNNING DISPLAY OF A MOOSE AND A DATABASE ADMINISTRATOR WHO MUST PURSUE A COMPOSER IN A JET BOAT,2006,1,7,4,0.99,136,12.99,PG-13,3
554,MALKOVICH PET,A INTREPID REFLECTION OF A WAITRESS AND A A SHARK WHO MUST KILL A SQUIRREL IN THE OUTBACK,2006,1,7,6,2.99,159,22.99,G,4
555,MALLRATS UNITED,A THRILLING YARN OF A WAITRESS AND A DENTIST WHO MUST FIND A HUNTER IN A MONASTERY,2006,1,7,4,0.99,133,25.99,PG,5
556,MALTESE HOPE,A FAST-PACED DOCUMENTARY OF A CROCODILE AND A SUMO WRESTLER WHO MUST CONQUER A EXPLORER IN CALIFORNIA,2006,1,7,6,4.99,127,26.99,PG-13,17
557,MANCHURIAN CURTAIN,A STUNNING TALE OF A MAD COW AND A BOY WHO MUST BATTLE A BOY IN BERLIN,2006,1,7,5,2.99,177,27.99,PG,17
558,MANNEQUIN WORST,A ASTOUNDING SAGA OF A MAD COW AND A PASTRY CHEF WHO MUST DISCOVER A HUSBAND IN ANCIENT INDIA,2006,1,7,3,2.99,71,18.99,PG-13,17
559,MARRIED GO,A FANCIFUL STORY OF A WOMANIZER AND A DOG WHO MUST FACE A FORENSIC PSYCHOLOGIST IN THE SAHARA DESERT,2006,1,7,7,2.99,114,22.99,G,17
560,MARS ROMAN,A BORING DRAMA OF A CAR AND A DOG WHO MUST SUCCUMB A MADMAN IN SOVIET GEORGIA,2006,1,7,6,0.99,62,21.99,NC-17,17
561,MASK PEACH,A BORING CHARACTER STUDY OF A STUDENT AND A ROBOT WHO MUST MEET A WOMAN IN CALIFORNIA,2006,1,7,6,2.99,123,26.99,NC-17,13
562,MASKED BUBBLE,A FANCIFUL DOCUMENTARY OF A PIONEER AND A BOAT WHO MUST PURSUE A PIONEER IN AN ABANDONED MINE SHAFT,2006,1,7,6,0.99,151,12.99,PG-13,17
563,MASSACRE USUAL,A FATEFUL REFLECTION OF A WAITRESS AND A CROCODILE WHO MUST CHALLENGE A FORENSIC PSYCHOLOGIST IN CALIFORNIA,2006,1,7,6,4.99,165,16.99,R,17
564,MASSAGE IMAGE,A FATEFUL DRAMA OF A FRISBEE AND A CROCODILE WHO MUST VANQUISH A DOG IN THE FIRST MANNED SPACE STATION,2006,1,7,4,2.99,161,11.99,PG,2
565,MATRIX SNOWMAN,A ACTION-PACKED SAGA OF A WOMANIZER AND A WOMAN WHO MUST OVERCOME A STUDENT IN CALIFORNIA,2006,1,7,6,4.99,56,9.99,PG-13,9
566,MAUDE MOD,A BEAUTIFUL DOCUMENTARY OF A FORENSIC PSYCHOLOGIST AND A CAT WHO MUST REACH A ASTRONAUT IN NIGERIA,2006,1,7,6,0.99,72,20.99,R,17
567,MEET CHOCOLATE,A BORING DOCUMENTARY OF A DENTIST AND A BUTLER WHO MUST CONFRONT A MONKEY IN A MYSQL CONVENTION,2006,1,7,3,2.99,80,26.99,G,9
568,MEMENTO ZOOLANDER,A TOUCHING EPISTLE OF A SQUIRREL AND A EXPLORER WHO MUST REDEEM A PASTRY CHEF IN THE SAHARA DESERT,2006,1,7,4,4.99,77,11.99,NC-17,17
569,MENAGERIE RUSHMORE,A UNBELIEVEABLE PANORAMA OF A COMPOSER AND A BUTLER WHO MUST OVERCOME A DATABASE ADMINISTRATOR IN THE FIRST MANNED SPACE STATION,2006,1,7,7,2.99,147,18.99,G,2
570,MERMAID INSECTS,A LACKLUSTURE DRAMA OF A WAITRESS AND A HUSBAND WHO MUST FIGHT A HUSBAND IN CALIFORNIA,2006,1,7,5,4.99,104,20.99,NC-17,17
571,METAL ARMAGEDDON,A THRILLING DISPLAY OF A LUMBERJACK AND A CROCODILE WHO MUST MEET A MONKEY IN A BALOON FACTORY,2006,1,7,6,2.99,161,26.99,PG-13,6
572,METROPOLIS COMA,A EMOTIONAL SAGA OF A DATABASE ADMINISTRATOR AND A PASTRY CHEF WHO MUST CONFRONT A TEACHER IN A BALOON FACTORY,2006,1,7,4,2.99,64,9.99,PG-13,14
573,MICROCOSMOS PARADISE,A TOUCHING CHARACTER STUDY OF A BOAT AND A STUDENT WHO MUST SINK A A SHARK IN NIGERIA,2006,1,7,6,2.99,105,22.99,PG-13,3
574,MIDNIGHT WESTWARD,A TAUT REFLECTION OF A HUSBAND AND A A SHARK WHO MUST REDEEM A PASTRY CHEF IN A MONASTERY,2006,1,7,3,0.99,86,19.99,G,1
575,MIDSUMMER GROUNDHOG,A FATEFUL PANORAMA OF A MOOSE AND A DOG WHO MUST CHASE A CROCODILE IN ANCIENT JAPAN,2006,1,7,3,4.99,48,27.99,G,17
576,MIGHTY LUCK,A ASTOUNDING EPISTLE OF A MAD SCIENTIST AND A PIONEER WHO MUST ESCAPE A DATABASE ADMINISTRATOR IN A MYSQL CONVENTION,2006,1,7,7,2.99,122,13.99,PG,17
577,MILE MULAN,A LACKLUSTURE EPISTLE OF A CAT AND A HUSBAND WHO MUST CONFRONT A BOY IN A MYSQL CONVENTION,2006,1,7,4,0.99,64,10.99,PG,17
578,MILLION ACE,A BRILLIANT DOCUMENTARY OF A WOMANIZER AND A SQUIRREL WHO MUST FIND A TECHNICAL WRITER IN THE SAHARA DESERT,2006,1,7,4,4.99,142,16.99,PG-13,17
579,MINDS TRUMAN,A TAUT YARN OF A MAD SCIENTIST AND A CROCODILE WHO MUST OUTGUN A DATABASE ADMINISTRATOR IN A MONASTERY,2006,1,7,3,4.99,149,22.99,PG-13,17
580,MINE TITANS,A AMAZING YARN OF A ROBOT AND A WOMANIZER WHO MUST DISCOVER A FORENSIC PSYCHOLOGIST IN BERLIN,2006,1,7,3,4.99,166,12.99,PG-13,17
581,MINORITY KISS,A INSIGHTFUL DISPLAY OF A LUMBERJACK AND A SUMO WRESTLER WHO MUST MEET A MAN IN THE OUTBACK,2006,1,7,4,0.99,59,16.99,G,17
582,MIRACLE VIRTUAL,A TOUCHING EPISTLE OF A BUTLER AND A BOY WHO MUST FIND A MAD SCIENTIST IN THE SAHARA DESERT,2006,1,7,3,2.99,162,19.99,PG-13,2
583,MISSION ZOOLANDER,A INTREPID STORY OF A SUMO WRESTLER AND A TEACHER WHO MUST MEET A A SHARK IN AN ABANDONED FUN HOUSE,2006,1,7,3,4.99,164,26.99,PG-13,2
584,MIXED DOORS,A TAUT DRAMA OF A WOMANIZER AND A LUMBERJACK WHO MUST SUCCUMB A PIONEER IN ANCIENT INDIA,2006,1,7,6,2.99,180,26.99,PG-13,17
585,MOB DUFFEL,A UNBELIEVEABLE DOCUMENTARY OF A FRISBEE AND A BOAT WHO MUST MEET A BOY IN THE CANADIAN ROCKIES,2006,1,7,4,0.99,105,25.99,G,7
586,MOCKINGBIRD HOLLYWOOD,A THOUGHTFUL PANORAMA OF A MAN AND A CAR WHO MUST SINK A COMPOSER IN BERLIN,2006,1,7,4,0.99,60,27.99,PG,1
587,MOD SECRETARY,A BORING DOCUMENTARY OF A MAD COW AND A CAT WHO MUST BUILD A LUMBERJACK IN NEW ORLEANS,2006,1,7,6,4.99,77,20.99,NC-17,6
588,MODEL FISH,A BEAUTIFUL PANORAMA OF A BOAT AND A CROCODILE WHO MUST OUTRACE A DOG IN AUSTRALIA,2006,1,7,4,4.99,175,11.99,NC-17,3
589,MODERN DORADO,A AWE-INSPIRING STORY OF A BUTLER AND A SUMO WRESTLER WHO MUST REDEEM A BOY IN NEW ORLEANS,2006,1,7,3,0.99,74,20.99,PG,6
590,MONEY HAROLD,A TOUCHING TALE OF A EXPLORER AND A BOAT WHO MUST DEFEAT A ROBOT IN AUSTRALIA,2006,1,7,3,2.99,135,17.99,PG,13
591,MONSOON CAUSE,A ASTOUNDING TALE OF A CROCODILE AND A CAR WHO MUST OUTRACE A SQUIRREL IN A U-BOAT,2006,1,7,6,4.99,182,20.99,PG,17
592,MONSTER SPARTACUS,A FAST-PACED STORY OF A WAITRESS AND A CAT WHO MUST FIGHT A GIRL IN AUSTRALIA,2006,1,7,6,2.99,107,28.99,PG,17
593,MONTEREY LABYRINTH,A AWE-INSPIRING DRAMA OF A MONKEY AND A COMPOSER WHO MUST ESCAPE A FEMINIST IN A U-BOAT,2006,1,7,6,0.99,158,13.99,G,11
594,MONTEZUMA COMMAND,A THRILLING REFLECTION OF A WAITRESS AND A BUTLER WHO MUST BATTLE A BUTLER IN A JET BOAT,2006,1,7,6,0.99,126,22.99,NC-17,1
595,MOON BUNCH,A BEAUTIFUL TALE OF A ASTRONAUT AND A MAD COW WHO MUST CHALLENGE A CAT IN A BALOON FACTORY,2006,1,7,7,0.99,83,20.99,PG,17
596,MOONSHINE CABIN,A THOUGHTFUL DISPLAY OF A ASTRONAUT AND A FEMINIST WHO MUST CHASE A FRISBEE IN A JET BOAT,2006,1,7,4,4.99,171,25.99,PG-13,17
597,MOONWALKER FOOL,A EPIC DRAMA OF A FEMINIST AND A PIONEER WHO MUST SINK A COMPOSER IN NEW ORLEANS,2006,1,7,5,4.99,184,12.99,G,10
598,MOSQUITO ARMAGEDDON,A THOUGHTFUL CHARACTER STUDY OF A WAITRESS AND A FEMINIST WHO MUST BUILD A TEACHER IN ANCIENT JAPAN,2006,1,7,6,0.99,57,22.99,G,17
599,MOTHER OLEANDER,A BORING TALE OF A HUSBAND AND A BOY WHO MUST FIGHT A SQUIRREL IN ANCIENT CHINA,2006,1,7,3,0.99,103,20.99,R,17
600,MOTIONS DETAILS,A AWE-INSPIRING REFLECTION OF A DOG AND A STUDENT WHO MUST KILL A CAR IN AN ABANDONED FUN HOUSE,2006,1,7,5,0.99,166,16.99,PG,11
601,MOULIN WAKE,A ASTOUNDING STORY OF A FORENSIC PSYCHOLOGIST AND A CAT WHO MUST BATTLE A TEACHER IN AN ABANDONED MINE SHAFT,2006,1,7,4,0.99,79,20.99,PG-13,17
602,MOURNING PURPLE,A LACKLUSTURE DISPLAY OF A WAITRESS AND A LUMBERJACK WHO MUST CHASE A PIONEER IN NEW ORLEANS,2006,1,7,5,0.99,146,14.99,PG,17
603,MOVIE SHAKESPEARE,A INSIGHTFUL DISPLAY OF A DATABASE ADMINISTRATOR AND A STUDENT WHO MUST BUILD A HUNTER IN BERLIN,2006,1,7,6,4.99,53,27.99,PG,8
604,MULAN MOON,A EMOTIONAL SAGA OF A WOMANIZER AND A PIONEER WHO MUST OVERCOME A DENTIST IN A BALOON,2006,1,7,4,0.99,160,10.99,G,17
605,MULHOLLAND BEAST,A AWE-INSPIRING DISPLAY OF A HUSBAND AND A SQUIRREL WHO MUST BATTLE A SUMO WRESTLER IN A JET BOAT,2006,1,7,7,2.99,157,13.99,PG,9
606,MUMMY CREATURES,A FATEFUL CHARACTER STUDY OF A CROCODILE AND A MONKEY WHO MUST MEET A DENTIST IN AUSTRALIA,2006,1,7,3,0.99,160,15.99,NC-17,15
607,MUPPET MILE,A LACKLUSTURE STORY OF A MADMAN AND A TEACHER WHO MUST KILL A FRISBEE IN THE GULF OF MEXICO,2006,1,7,5,4.99,50,18.99,PG,17
608,MURDER ANTITRUST,A BRILLIANT YARN OF A CAR AND A DATABASE ADMINISTRATOR WHO MUST ESCAPE A BOY IN A MYSQL CONVENTION,2006,1,7,6,2.99,166,11.99,PG,17
609,MUSCLE BRIGHT,A STUNNING PANORAMA OF A SUMO WRESTLER AND A HUSBAND WHO MUST REDEEM A MADMAN IN ANCIENT INDIA,2006,1,7,7,2.99,185,23.99,G,17
610,MUSIC BOONDOCK,A THRILLING TALE OF A BUTLER AND A ASTRONAUT WHO MUST BATTLE A EXPLORER IN THE FIRST MANNED SPACE STATION,2006,1,7,7,0.99,129,17.99,R,17
611,MUSKETEERS WAIT,A TOUCHING YARN OF A STUDENT AND A MOOSE WHO MUST FIGHT A MAD COW IN AUSTRALIA,2006,1,7,7,4.99,73,17.99,PG,17
612,MUSSOLINI SPOILERS,A THRILLING DISPLAY OF A BOAT AND A MONKEY WHO MUST MEET A COMPOSER IN ANCIENT CHINA,2006,1,7,6,2.99,180,10.99,G,15
613,MYSTIC TRUMAN,A EPIC YARN OF A TEACHER AND A HUNTER WHO MUST OUTGUN A EXPLORER IN SOVIET GEORGIA,2006,1,7,5,0.99,92,19.99,NC-17,17
614,NAME DETECTIVE,A TOUCHING SAGA OF A SUMO WRESTLER AND A CAT WHO MUST PURSUE A MAD SCIENTIST IN NIGERIA,2006,1,7,5,4.99,178,11.99,PG-13,17
615,NASH CHOCOLAT,A EPIC REFLECTION OF A MONKEY AND A MAD COW WHO MUST KILL A FORENSIC PSYCHOLOGIST IN AN ABANDONED MINE SHAFT,2006,1,7,6,2.99,180,21.99,PG-13,2
616,NATIONAL STORY,A TAUT EPISTLE OF A MAD SCIENTIST AND A GIRL WHO MUST ESCAPE A MONKEY IN CALIFORNIA,2006,1,7,4,2.99,92,19.99,NC-17,6
617,NATURAL STOCK,A FAST-PACED STORY OF A SUMO WRESTLER AND A GIRL WHO MUST DEFEAT A CAR IN A BALOON FACTORY,2006,1,7,4,0.99,50,24.99,PG-13,17
618,NECKLACE OUTBREAK,A ASTOUNDING EPISTLE OF A DATABASE ADMINISTRATOR AND A MAD SCIENTIST WHO MUST PURSUE A CAT IN CALIFORNIA,2006,1,7,3,0.99,132,21.99,PG,7
619,NEIGHBORS CHARADE,A FANCIFUL REFLECTION OF A CROCODILE AND A ASTRONAUT WHO MUST OUTRACE A FEMINIST IN AN ABANDONED AMUSEMENT PARK,2006,1,7,3,0.99,161,20.99,R,15
620,NEMO CAMPUS,A LACKLUSTURE REFLECTION OF A MONKEY AND A SQUIRREL WHO MUST OUTRACE A WOMANIZER IN A MANHATTAN PENTHOUSE,2006,1,7,5,2.99,131,23.99,NC-17,17
621,NETWORK PEAK,A UNBELIEVEABLE REFLECTION OF A BUTLER AND A BOAT WHO MUST OUTGUN A MAD SCIENTIST IN CALIFORNIA,2006,1,7,5,2.99,75,23.99,PG-13,17
622,NEWSIES STORY,A ACTION-PACKED CHARACTER STUDY OF A DOG AND A LUMBERJACK WHO MUST OUTRACE A MOOSE IN THE GULF OF MEXICO,2006,1,7,4,0.99,159,25.99,G,17
623,NEWTON LABYRINTH,A INTREPID CHARACTER STUDY OF A MOOSE AND A WAITRESS WHO MUST FIND A A SHARK IN ANCIENT INDIA,2006,1,7,4,0.99,75,9.99,PG,17
624,NIGHTMARE CHILL,A BRILLIANT DISPLAY OF A ROBOT AND A BUTLER WHO MUST FIGHT A WAITRESS IN AN ABANDONED MINE SHAFT,2006,1,7,3,4.99,149,25.99,PG,17
625,NONE SPIKING,A BORING REFLECTION OF A SECRET AGENT AND A ASTRONAUT WHO MUST FACE A COMPOSER IN A MANHATTAN PENTHOUSE,2006,1,7,3,0.99,83,18.99,NC-17,14
626,NOON PAPI,A UNBELIEVEABLE CHARACTER STUDY OF A MAD SCIENTIST AND A ASTRONAUT WHO MUST FIND A PIONEER IN A MANHATTAN PENTHOUSE,2006,1,7,5,2.99,57,12.99,G,3
627,NORTH TEQUILA,A BEAUTIFUL CHARACTER STUDY OF A MAD COW AND A ROBOT WHO MUST REACH A WOMANIZER IN NEW ORLEANS,2006,1,7,4,4.99,67,9.99,NC-17,17
628,NORTHWEST POLISH,A BORING CHARACTER STUDY OF A BOY AND A A SHARK WHO MUST OUTRACE A WOMANIZER IN THE OUTBACK,2006,1,7,5,2.99,172,24.99,PG,17
629,NOTORIOUS REUNION,A AMAZING EPISTLE OF A WOMAN AND A SQUIRREL WHO MUST FIGHT A HUNTER IN A BALOON,2006,1,7,7,0.99,128,9.99,NC-17,17
630,NOTTING SPEAKEASY,A THOUGHTFUL DISPLAY OF A BUTLER AND A WOMANIZER WHO MUST FIND A WAITRESS IN THE CANADIAN ROCKIES,2006,1,7,7,0.99,48,19.99,PG-13,17
631,NOVOCAINE FLIGHT,A FANCIFUL DISPLAY OF A STUDENT AND A TEACHER WHO MUST OUTGUN A CROCODILE IN NIGERIA,2006,1,7,4,0.99,64,11.99,G,15
632,NUTS TIES,A THOUGHTFUL DRAMA OF A EXPLORER AND A WOMANIZER WHO MUST MEET A TEACHER IN CALIFORNIA,2006,1,7,5,4.99,145,10.99,NC-17,17
633,OCTOBER SUBMARINE,A TAUT EPISTLE OF A MONKEY AND A BOY WHO MUST CONFRONT A HUSBAND IN A JET BOAT,2006,1,7,6,4.99,54,10.99,PG-13,4
634,ODDS BOOGIE,A THRILLING YARN OF A FEMINIST AND A MADMAN WHO MUST BATTLE A HUNTER IN BERLIN,2006,1,7,6,0.99,48,14.99,NC-17,8
635,OKLAHOMA JUMANJI,A THOUGHTFUL DRAMA OF A DENTIST AND A WOMANIZER WHO MUST MEET A HUSBAND IN THE SAHARA DESERT,2006,1,7,7,0.99,58,15.99,PG,13
636,OLEANDER CLUE,A BORING STORY OF A TEACHER AND A MONKEY WHO MUST SUCCUMB A FORENSIC PSYCHOLOGIST IN A JET BOAT,2006,1,7,5,0.99,161,12.99,PG,12
637,OPEN AFRICAN,A LACKLUSTURE DRAMA OF A SECRET AGENT AND A EXPLORER WHO MUST DISCOVER A CAR IN A U-BOAT,2006,1,7,7,4.99,131,16.99,PG,14
638,OPERATION OPERATION,A INTREPID CHARACTER STUDY OF A MAN AND A FRISBEE WHO MUST OVERCOME A MADMAN IN ANCIENT CHINA,2006,1,7,7,2.99,156,23.99,G,17
639,OPPOSITE NECKLACE,A FATEFUL EPISTLE OF A CROCODILE AND A MOOSE WHO MUST KILL A EXPLORER IN NIGERIA,2006,1,7,7,4.99,92,9.99,PG,17
640,OPUS ICE,A FAST-PACED DRAMA OF A HUNTER AND A BOY WHO MUST DISCOVER A FEMINIST IN THE SAHARA DESERT,2006,1,7,5,4.99,102,21.99,R,17
641,ORANGE GRAPES,A ASTOUNDING DOCUMENTARY OF A BUTLER AND A WOMANIZER WHO MUST FACE A DOG IN A U-BOAT,2006,1,7,4,0.99,76,21.99,PG-13,17
642,ORDER BETRAYED,A AMAZING SAGA OF A DOG AND A A SHARK WHO MUST CHALLENGE A CAT IN THE SAHARA DESERT,2006,1,7,7,2.99,120,13.99,PG-13,17
643,ORIENT CLOSER,A ASTOUNDING EPISTLE OF A TECHNICAL WRITER AND A TEACHER WHO MUST FIGHT A SQUIRREL IN THE SAHARA DESERT,2006,1,7,3,2.99,118,22.99,R,7
644,OSCAR GOLD,A INSIGHTFUL TALE OF A DATABASE ADMINISTRATOR AND A DOG WHO MUST FACE A MADMAN IN SOVIET GEORGIA,2006,1,7,7,2.99,115,29.99,PG,2
645,OTHERS SOUP,A LACKLUSTURE DOCUMENTARY OF A MAD COW AND A MADMAN WHO MUST SINK A MOOSE IN THE GULF OF MEXICO,2006,1,7,7,2.99,118,18.99,PG,17
646,OUTBREAK DIVINE,A UNBELIEVEABLE YARN OF A DATABASE ADMINISTRATOR AND A WOMAN WHO MUST SUCCUMB A A SHARK IN A U-BOAT,2006,1,7,6,0.99,169,12.99,NC-17,10
647,OUTFIELD MASSACRE,A THOUGHTFUL DRAMA OF A HUSBAND AND A SECRET AGENT WHO MUST PURSUE A DATABASE ADMINISTRATOR IN ANCIENT INDIA,2006,1,7,4,0.99,129,18.99,NC-17,17
648,OUTLAW HANKY,A THOUGHTFUL STORY OF A ASTRONAUT AND A COMPOSER WHO MUST CONQUER A DOG IN THE SAHARA DESERT,2006,1,7,7,4.99,148,17.99,PG-13,16
649,OZ LIAISONS,A EPIC YARN OF A MAD SCIENTIST AND A CAT WHO MUST CONFRONT A WOMANIZER IN A BALOON FACTORY,2006,1,7,4,2.99,85,14.99,R,2
650,PACIFIC AMISTAD,A THRILLING YARN OF A DOG AND A MOOSE WHO MUST KILL A PASTRY CHEF IN A MANHATTAN PENTHOUSE,2006,1,7,3,0.99,144,27.99,G,6
651,PACKER MADIGAN,A EPIC DISPLAY OF A SUMO WRESTLER AND A FORENSIC PSYCHOLOGIST WHO MUST BUILD A WOMAN IN AN ABANDONED AMUSEMENT PARK,2006,1,7,3,0.99,84,20.99,PG-13,2
652,PAJAMA JAWBREAKER,A EMOTIONAL DRAMA OF A BOY AND A TECHNICAL WRITER WHO MUST REDEEM A SUMO WRESTLER IN CALIFORNIA,2006,1,7,3,0.99,126,14.99,R,4
653,PANIC CLUB,A FANCIFUL DISPLAY OF A TEACHER AND A CROCODILE WHO MUST SUCCUMB A GIRL IN A BALOON,2006,1,7,3,4.99,102,15.99,G,11
654,PANKY SUBMARINE,A TOUCHING DOCUMENTARY OF A DENTIST AND A SUMO WRESTLER WHO MUST OVERCOME A BOY IN THE GULF OF MEXICO,2006,1,7,4,4.99,93,19.99,G,17
655,PANTHER REDS,A BRILLIANT PANORAMA OF A MOOSE AND A MAN WHO MUST REACH A TEACHER IN THE GULF OF MEXICO,2006,1,7,5,4.99,109,22.99,NC-17,17
656,PAPI NECKLACE,A FANCIFUL DISPLAY OF A CAR AND A MONKEY WHO MUST ESCAPE A SQUIRREL IN ANCIENT JAPAN,2006,1,7,3,0.99,128,9.99,PG,17
657,PARADISE SABRINA,A INTREPID YARN OF A CAR AND A MOOSE WHO MUST OUTRACE A CROCODILE IN A MANHATTAN PENTHOUSE,2006,1,7,5,2.99,48,12.99,PG-13,17
658,PARIS WEEKEND,A INTREPID STORY OF A SQUIRREL AND A CROCODILE WHO MUST DEFEAT A MONKEY IN THE OUTBACK,2006,1,7,7,2.99,121,19.99,PG-13,17
659,PARK CITIZEN,A TAUT EPISTLE OF A SUMO WRESTLER AND A GIRL WHO MUST FACE A HUSBAND IN ANCIENT JAPAN,2006,1,7,3,4.99,109,14.99,PG-13,17
660,PARTY KNOCK,A FATEFUL DISPLAY OF A TECHNICAL WRITER AND A BUTLER WHO MUST BATTLE A SUMO WRESTLER IN AN ABANDONED MINE SHAFT,2006,1,7,7,2.99,107,11.99,PG,17
661,PAST SUICIDES,A INTREPID TALE OF A MADMAN AND A ASTRONAUT WHO MUST CHALLENGE A HUNTER IN A MONASTERY,2006,1,7,5,4.99,157,17.99,PG-13,17
662,PATHS CONTROL,A ASTOUNDING DOCUMENTARY OF A BUTLER AND A CAT WHO MUST FIND A FRISBEE IN ANCIENT CHINA,2006,1,7,3,4.99,118,9.99,PG,7
663,PATIENT SISTER,A EMOTIONAL EPISTLE OF A SQUIRREL AND A ROBOT WHO MUST CONFRONT A LUMBERJACK IN SOVIET GEORGIA,2006,1,7,7,0.99,99,29.99,NC-17,4
664,PATRIOT ROMAN,A TAUT SAGA OF A ROBOT AND A DATABASE ADMINISTRATOR WHO MUST CHALLENGE A ASTRONAUT IN CALIFORNIA,2006,1,7,6,2.99,65,12.99,PG,17
665,PATTON INTERVIEW,A THRILLING DOCUMENTARY OF A COMPOSER AND A SECRET AGENT WHO MUST SUCCUMB A CAT IN BERLIN,2006,1,7,4,2.99,175,22.99,PG,11
666,PAYCHECK WAIT,A AWE-INSPIRING REFLECTION OF A BOY AND A MAN WHO MUST DISCOVER A MOOSE IN THE SAHARA DESERT,2006,1,7,4,4.99,145,27.99,PG-13,17
667,PEACH INNOCENT,A ACTION-PACKED DRAMA OF A MONKEY AND A DENTIST WHO MUST CHASE A BUTLER IN BERLIN,2006,1,7,3,2.99,160,20.99,PG-13,15
668,PEAK FOREVER,A INSIGHTFUL REFLECTION OF A BOAT AND A SECRET AGENT WHO MUST VANQUISH A ASTRONAUT IN AN ABANDONED MINE SHAFT,2006,1,7,7,4.99,80,25.99,PG,15
669,PEARL DESTINY,A LACKLUSTURE YARN OF A ASTRONAUT AND A PASTRY CHEF WHO MUST SINK A DOG IN A U-BOAT,2006,1,7,3,2.99,74,10.99,NC-17,9
670,PELICAN COMFORTS,A EPIC DOCUMENTARY OF A BOY AND A MONKEY WHO MUST PURSUE A ASTRONAUT IN BERLIN,2006,1,7,4,4.99,48,17.99,PG,6
671,PERDITION FARGO,A FAST-PACED STORY OF A CAR AND A CAT WHO MUST OUTGUN A HUNTER IN BERLIN,2006,1,7,7,4.99,99,27.99,NC-17,15
672,PERFECT GROOVE,A THRILLING YARN OF A DOG AND A DOG WHO MUST BUILD A HUSBAND IN A BALOON,2006,1,7,7,2.99,82,17.99,PG-13,5
673,PERSONAL LADYBUGS,A EPIC SAGA OF A HUNTER AND A TECHNICAL WRITER WHO MUST CONQUER A CAT IN ANCIENT JAPAN,2006,1,7,3,0.99,118,19.99,PG-13,12
674,PET HAUNTING,A UNBELIEVEABLE REFLECTION OF A EXPLORER AND A BOAT WHO MUST CONQUER A WOMAN IN CALIFORNIA,2006,1,7,3,0.99,99,11.99,PG,17
675,PHANTOM GLORY,A BEAUTIFUL DOCUMENTARY OF A ASTRONAUT AND A CROCODILE WHO MUST DISCOVER A MADMAN IN A MONASTERY,2006,1,7,6,2.99,60,17.99,NC-17,17
676,PHILADELPHIA WIFE,A TAUT YARN OF A HUNTER AND A ASTRONAUT WHO MUST CONQUER A DATABASE ADMINISTRATOR IN THE SAHARA DESERT,2006,1,7,7,4.99,137,16.99,PG-13,17
677,PIANIST OUTFIELD,A INTREPID STORY OF A BOY AND A TECHNICAL WRITER WHO MUST PURSUE A LUMBERJACK IN A MONASTERY,2006,1,7,6,0.99,136,25.99,NC-17,17
678,PICKUP DRIVING,A TOUCHING DOCUMENTARY OF A HUSBAND AND A BOAT WHO MUST MEET A PASTRY CHEF IN A BALOON FACTORY,2006,1,7,3,2.99,77,23.99,G,17
679,PILOT HOOSIERS,A AWE-INSPIRING REFLECTION OF A CROCODILE AND A SUMO WRESTLER WHO MUST MEET A FORENSIC PSYCHOLOGIST IN AN ABANDONED MINE SHAFT,2006,1,7,6,2.99,50,17.99,PG,8
680,PINOCCHIO SIMON,A ACTION-PACKED REFLECTION OF A MAD SCIENTIST AND A A SHARK WHO MUST FIND A FEMINIST IN CALIFORNIA,2006,1,7,4,4.99,103,21.99,PG,5
